,,,,,,,,,,,,,,,,
Status,Submittal ID,Subject,From Company,Expected,Received,Days Late Received,Due Date,Days Late Responding,Responded,Final Response,Last Action Action,Prepared On,Closed,Days +/-,row height,Days +/- responding
,06 41 13-025-00,06 41 13-025-00 WD13 - IWS,Mortenson Construction,,1/12/2021,,1/27/2021,,1/29/2021,Approved as Noted,Approved as Noted,10/11/2021,1/29/2021,31577,R,-12
,06 41 13-026-00,06 41 13-026-00 NHL Home Locker Mock Up,Mortenson Construction,,2/10/2021,,2/24/2021,,2/22/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/22/2021,31598,R,-11
,06 41 13-026-01,06 41 13-026-01 NHL Home Locker Mock Up Rev 1,Mortenson Construction,,4/9/2021,,4/23/2021,,4/20/2021,Approved,Approved,10/11/2021,4/20/2021,31640,R,-11
,06 41 13-027-00,06 41 13-027-00 Kraken Team Locker Seat Fabric Sample,Mortenson Construction,,4/12/2021,,4/26/2021,,5/5/2021,Approved,Approved,10/11/2021,5/5/2021,31641,R,-11
,06 41 13-028-00,06 41 13-028-00 Kraken Team Locker Seat Cushion Mock-Up,Mortenson Construction,,4/28/2021,,5/12/2021,,5/5/2021,Approved,Approved,10/11/2021,5/5/2021,31653,R,-11
,06 41 13-029-00,06 41 13-029-00 Whiskey Bar Shelving Veneer / Kraken Bar Acrylic Sample,Mortenson Construction,,8/11/2021,,8/25/2021,,8/30/2021,Approved as Noted,Approved as Noted,10/11/2021,8/30/2021,31728,R,-11
,06 41 16-001-00,06 41 16-001-00 P-L Casework & Closet Shelf Shop Drawings Package 1 - Base Building,Mortenson Construction,,7/8/2020,,7/22/2020,,7/21/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/21/2020,31443,R,-11
,06 41 16-001-01,06 41 16-001-01 P-L Casework Shop Drawings - 01.08.05 Resubmit,Mortenson Construction,,2/1/2021,,2/15/2021,,2/17/2021,Approved as Noted,Approved as Noted,10/11/2021,2/17/2021,31591,R,-11
,06 41 16-002-00,06 41 16-002-00 P-L Lockers Shop Drawings- Base Building,Mortenson Construction,,7/27/2020,,8/10/2020,,8/10/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,8/10/2020,31456,R,-11
,06 41 16-002-01,06 41 16-002-01 P-L Lockers Shop Drawings- Base Building,Mortenson Construction,,9/4/2020,,9/21/2020,,9/18/2020,Approved as Noted,Approved as Noted,10/11/2021,9/18/2020,31485,R,-12
,06 41 16-003-00,06 41 16-003-00 P-L Casework /Countertops Product Data - Base Building,Mortenson Construction,,9/4/2020,,9/21/2020,,9/21/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,9/21/2020,31485,R,-12
,06 41 16-015-00,06 41 16-015-00 NHL Locker Area Casework,Mortenson Construction,,9/21/2020,,10/5/2020,,10/8/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,10/8/2020,31496,R,-11
,06 41 16-015-01,06 41 16-015-01 NHL Locker Room Prototype Drawing,Mortenson Construction,,1/4/2021,,1/18/2021,,1/12/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,1/12/2021,31571,R,-11
,06 41 16-016-00,06 41 16-016-00 Vanity / Tower Drop Event Level,Mortenson Construction,,9/8/2020,,9/22/2020,,9/16/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,9/16/2020,31487,R,-11
,06 41 16-016-01,06 41 16-016-01 Vanity rev 1,Mortenson Construction,,10/14/2020,,10/28/2020,,10/28/2020,Approved as Noted,Approved as Noted,10/11/2021,10/28/2020,31513,R,-11
,06 41 16-017-00,06 41 16-017-00 P-Lam Samples,Mortenson Construction,,10/19/2020,,11/2/2020,,11/3/2020,Approved as Noted,Approved as Noted,10/11/2021,11/3/2020,31516,R,-11
,06 41 16-019-00,06 41 16-019-00 P-Lam at Main Con,Mortenson Construction,,1/26/2021,,2/9/2021,,2/15/2021,Approved as Noted,Approved as Noted,10/11/2021,2/15/2021,31587,R,-11
,06 41 16-020-00,"06 41 16-020-00 Coat Hook, L32 P-Lam Product and Samples",Mortenson Construction,,2/15/2021,,3/1/2021,,2/25/2021,Approved as Noted,Approved as Noted,10/11/2021,2/25/2021,31601,R,-11
,06 41 16-021-00,06 41 16-021-00 NHL PL Casework,Mortenson Construction,,2/8/2021,,2/22/2021,,2/18/2021,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,2/18/2021,31596,R,-11
,06 41 16-021-01,06 41 16-021-01 NHL PL Casework,Mortenson Construction,,3/15/2021,,3/29/2021,,3/19/2021,Approved as Noted,Approved as Noted,10/11/2021,3/19/2021,31621,R,-11
,06 41 16-022-00,06 41 16-022-00 L32 Edge Banding / Acrylic Resubmit,Mortenson Construction,,3/10/2021,,3/24/2021,,3/31/2021,Approved as Noted,Approved as Noted,10/11/2021,3/31/2021,31618,R,-11
,06 41 16-023-00,06 41 16-023-00 02.06.02 Countertop Resubmit for Record,Mortenson Construction,,5/11/2021,,5/25/2021,,5/19/2021,Not Required For Review,Not Required For Review,10/11/2021,5/19/2021,31662,R,-11
,06 41 16-024-00,"06 41 16-024-00 L3, L10, L11, L12 and Decometal Brush Black",Mortenson Construction,,5/18/2021,,6/2/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31667,R,-12
,06 41 16-025-00,06 41 16-025-00 Artist Lounge P-Lam,Mortenson Construction,,5/24/2021,,6/8/2021,,6/4/2021,Approved,Approved,10/11/2021,6/4/2021,31671,R,-12
,06 41 16-026-00,06 41 16-026-00 CCD116 Millwork Revisions,Mortenson Construction,,8/31/2021,,9/14/2021,,9/3/2021,Approved as Noted,Approved as Noted,10/11/2021,9/3/2021,31742,R,-11
,06 46 00-001-00,06 46 00-001-00 Wood Base Shop Drawings - Base Building,Mortenson Construction,,6/5/2020,,6/19/2020,,6/10/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/10/2020,31420,R,-11
,06 46 00-001-01,06 46 00-001-01 Wood Base Shop Drawings - Base Building Rev 1,Mortenson Construction,,7/6/2020,,7/20/2020,,7/7/2020,Approved as Noted,Approved as Noted,10/11/2021,7/7/2020,31441,R,-11
,06 64 00-001-00,06 64 00-001-00 PLASTIC PANELING - Product Data,Mortenson Construction,,5/27/2020,,6/10/2020,,6/3/2020,Approved,Approved,10/11/2021,6/3/2020,31413,R,-11
,06 64 00-002-00,06 64 00-002-00 PLASTIC PANELING - Samples,Mortenson Construction,,6/12/2020,,6/26/2020,,6/24/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/24/2020,31425,R,-11
,06 64 00-006-00,06 64 00-006-00 PLASTIC PANELING - Samples_PCI,Mortenson Construction,,8/14/2020,,8/28/2020,,8/28/2020,Approved as Noted,Approved as Noted,10/11/2021,8/28/2020,31470,R,-11
,06 64 00-006-01,06 64 00-006-01 PLASTIC PANELING - Samples_PCI,Mortenson Construction,,9/11/2020,,9/25/2020,,9/21/2020,Approved,Approved,10/11/2021,9/21/2020,31490,R,-11
,06 64 00-007-00,06 64 00-007-00 PLASTIC PANELING - FRP3 Formica Hardstop Product Data,Mortenson Construction,,9/10/2020,,9/24/2020,,9/28/2020,Approved,Approved,10/11/2021,9/28/2020,31489,R,-11
,06 64 00-008-00,06 64 00-008-00 06 64 00 PLASTIC PANELING - FRP3 Formica Hardstop & Trim Accessories,Mortenson Construction,,9/25/2020,,10/9/2020,,10/11/2020,Approved as Noted,Approved as Noted,10/11/2021,10/11/2020,31500,R,-11
,07 13 26-001-00,07 13 26-001-00 Tunnel Cap Waterproofing,Mortenson Construction,,7/30/2019,,8/13/2019,,7/30/2019,No Action Taken or Required,No Action Taken or Required,10/11/2021,7/30/2019,31197,R,-11
,07 13 26-002-00,07 13 26-002-00 Self-Adhering Sheet Waterproofing PDS Submittal,Mortenson Construction,,9/30/2019,,10/14/2019,,10/15/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,10/15/2019,31241,R,-11
,07 13 26-002-01,07 13 26-002-01 Self-Adhering Sheet Waterproofing PDS Submittal,Mortenson Construction,,11/8/2019,,11/22/2019,,11/22/2019,For Information Only,For Information Only,10/11/2021,11/22/2019,31270,R,-11
,07 13 26-002-02,07 13 26-002-02 07 13 26 Self-Adhering Sheet Waterproofing PDS Submittal,Mortenson Construction,,1/20/2020,,2/3/2020,,1/21/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,1/21/2020,31321,R,-11
,07 13 26-003-00,07 13 26-003-00 SELF-ADHERING SHEET WATERPROOFING - Shop Drawings,Mortenson Construction,,12/2/2019,,12/16/2019,,12/12/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,12/12/2019,31286,R,-11
,07 13 26-003-01,07 13 26-003-01 SELF-ADHERING SHEET WATERPROOFING - Shop Drawings,Mortenson Construction,,2/18/2020,,3/3/2020,,3/3/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,3/3/2020,31342,R,-11
,07 13 26-004-00,07 13 26-004-00 SELF-ADHERING SHEET WATERPROOFING - Samples,Mortenson Construction,,2/3/2021,,2/17/2021,,2/9/2021,Approved as Noted,Approved as Noted,10/11/2021,2/9/2021,31593,R,-11
,07 13 26-005-00,07 13 26-005-00 SELF-ADHERING SHEET WATERPROOFING - Warranty,Mortenson Construction,,11/25/2019,,12/9/2019,,12/12/2019,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,12/12/2019,31281,R,-11
,07 13 26-006-00,07 13 26-006-00 SELF-ADHERING SHEET WATERPROOFING - Test Reports,Mortenson Construction,,12/18/2019,,1/10/2020,,1/14/2020,No Action Taken or Required,No Action Taken or Required,10/11/2021,1/14/2020,31298,R,-18
,07 13 26-007-00,07 13 26-007-00 Post Applied Waterproofing Product Data,Mortenson Construction,,2/14/2020,,2/28/2020,,3/3/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,3/3/2020,31340,R,-11
,07 13 26-008-00,07 13 26-008-00 Post Applied Waterproofing Shop Drawings - Pits and Garage Walls,Mortenson Construction,,3/10/2020,,3/23/2020,,3/18/2020,Revise and Resubmit,Revise and Resubmit,10/11/2021,3/18/2020,31357,R,-10
,07 13 26-008-01,07 13 26-008-01 Post Applied Waterproofing Shop Drawings - Pits and Garage Walls,Mortenson Construction,,4/9/2020,,4/23/2020,,4/28/2020,Approved as Noted,Approved as Noted,10/11/2021,4/28/2020,31379,R,-11
,07 13 26-009-00,07 13 26-009-00 Sheet Waterproofing - Below Strip Drain Protection Board,Mortenson Construction,,4/13/2020,,4/27/2020,,4/28/2020,Approved,Approved,10/11/2021,4/28/2020,31381,R,-11
,07 13 26-010-00,07 13 26-010-00 South Parcel - SELF-ADHERING SHEET WATERPROOFING,Mortenson Construction,,8/24/2020,,9/8/2020,,9/15/2020,Approved,Approved,10/11/2021,9/15/2020,31476,R,-12
,07 13 26-012-00,07 13 26-012-00 South Parcel - SELF-ADHERING SHEET WATERPROOFING - Shop Drawings,Mortenson Construction,,11/20/2020,,12/8/2020,,12/7/2020,Approved,Approved,10/11/2021,12/7/2020,31540,R,-13
,07 13 54-002-00,07 13 54-002-00 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Tunnel & North Portal SikaPlan Shop Drawings,Mortenson Construction,,10/19/2020,,11/2/2020,,11/3/2020,Approved as Noted,Approved as Noted,10/11/2021,11/3/2020,31516,R,-11
,07 13 54-002-01,07 13 54-002-01 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Tunnel & North Portal SikaPlan Shop Drawings,Mortenson Construction,,11/9/2020,,11/23/2020,,11/18/2020,Approved,Approved,10/11/2021,11/18/2020,31531,R,-11
,07 13 54-002-02,07 13 54-002-02 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Tunnel & North Portal SikaPlan Shop Drawings,Mortenson Construction,,12/2/2020,,12/16/2020,,12/30/2020,Approved,Approved,10/11/2021,12/30/2020,31548,R,-11
,07 13 54-003-00,07 13 54-003-00 07 13 54 - THERMOPLASTIC SHEET,Mortenson Construction,,10/2/2020,,10/16/2020,,10/21/2020,For Information Only,For Information Only,10/11/2021,10/21/2020,31505,R,-11
,07 13 54-004-00,07 13 54-004-00 THERMOPLASTIC SHEET WATERPROOFING - Field QC Reports,Mortenson Construction,,2/4/2021,,2/18/2021,,2/23/2021,No Action Taken or Required,No Action Taken or Required,10/11/2021,2/23/2021,31594,R,-11
,07 13 54-005-00,07 13 54-005-00 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Mock-up,Mortenson Construction,,11/17/2020,,12/3/2020,,11/18/2020,Approved,Approved,10/11/2021,11/18/2020,31537,R,-13
,07 13 54-006-00,07 13 54-006-00 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Tunnel Geotextile Fabric Samples,Mortenson Construction,,11/9/2020,,11/23/2020,,11/18/2020,Approved,Approved,10/11/2021,11/18/2020,31531,R,-11
,07 13 54-007-00,07 13 54-007-00 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Sarnadisc RhinoBond Product Data,Mortenson Construction,,10/26/2020,,11/9/2020,,11/9/2020,Approved,Approved,10/11/2021,11/9/2020,31521,R,-11
,07 13 54-008-00,07 13 54-008-00 07 13 54 - THERMOPLASTIC SHEET WATERPROOFING - Sarnadisc RhinoBond Samples,Mortenson Construction,,10/22/2020,,11/5/2020,,11/6/2020,Approved,Approved,10/11/2021,11/6/2020,31519,R,-11
,07 13 54-009-00,07 13 54-009-00 South Parcel - Thermoplastic Sheet Waterproofing Spears Injection Molded Plugs,Mortenson Construction,,3/15/2021,,3/29/2021,,4/12/2021,Approved,Approved,10/11/2021,4/12/2021,31621,R,-11
,07 14 13-001-00,07 14 13-001-00 HOT FLUID-APPLIED RUBBERIZED ASPHALT WATERPROOFING - Product Data,Mortenson Construction,,7/6/2020,,7/20/2020,,7/20/2020,For Information Only,For Information Only,10/11/2021,7/20/2020,31441,R,-11
,07 14 13-002-00,07 14 13-002-00 HOT FLUID-APPLIED RUBBERIZED ASPHALT WATERPROO - Shop Drawings,Mortenson Construction,,8/17/2020,,8/31/2020,,9/24/2020,Approved as Noted,Approved as Noted,10/11/2021,9/24/2020,31471,R,-11
,07 14 13-002-01,07 14 13-002-01 HOT FLUID-APPLIED RUBBERIZED ASPHALT WATERPROO - Shop Drawings,Mortenson Construction,,1/13/2021,,1/27/2021,,1/21/2021,Approved as Noted,Approved as Noted,10/11/2021,1/21/2021,31578,R,-11
,07 14 13-005-00,07 14 13-005-00 HOT FLUID APPLIED - ILD Shop Drawing and Product Data (Leak Detection),Mortenson Construction,,1/22/2021,,2/5/2021,,2/8/2021,Approved as Noted,Approved as Noted,10/11/2021,2/8/2021,31585,R,-11
,07 18 00-001-00,07 18 00-001-00 Traffic Coating Submittal Package,Mortenson Construction,,4/15/2020,,4/29/2020,,5/6/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/6/2020,31383,R,-11
,07 18 00-002-00,07 18 00-002-00 Traffic Coating Color Sample,Mortenson Construction,,6/11/2020,,6/25/2020,,6/22/2020,Approved as Noted,Approved as Noted,10/11/2021,6/22/2020,31424,R,-11
,07 18 00-003-00,07 18 00-003-00 Neogard Permagard III Product Data - Mechanical Intake Shaft,Mortenson Construction,,4/5/2021,,4/19/2021,,4/7/2021,Approved as Noted,Approved as Noted,10/11/2021,4/7/2021,31636,R,-11
,07 21 00-002-00,07 21 00-002-00 Product Data - Thermal Insulation for Drywall,Mortenson Construction,,4/21/2020,,5/5/2020,,5/4/2020,Approved,Approved,10/11/2021,5/4/2020,31387,R,-11
,07 21 00-003-00,07 21 00-003-00 Thermal Insulation - LEED Data,Mortenson Construction,,6/18/2020,,7/9/2020,,7/20/2020,Approved,Approved,10/11/2021,7/20/2020,31429,R,-16
,07 21 00-004-00,07 21 00-004-00 THERMAL INSULATION - Product Test Reports,Mortenson Construction,,5/11/2021,,5/25/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31662,R,-11
,07 21 19-001-00,07 21 19-001-00 FOAMED-IN-PLACE INSULATION - Product Data for Drywall,Mortenson Construction,,4/27/2020,,5/11/2020,,5/4/2020,Approved,Approved,10/11/2021,5/4/2020,31391,R,-11
,07 21 19-002-00,07 21 19-002-00 FOAMED-IN-PLACE INSULATION - LEED Data,Mortenson Construction,,6/18/2020,,7/2/2020,,7/8/2020,Approved,Approved,10/11/2021,7/8/2020,31429,R,-11
,07 21 19-003-00,07 21 19-003-00 FOAMED-IN-PLACE INSULATION - Qualification Data,Mortenson Construction,,5/11/2021,,5/25/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31662,R,-11
,07 21 19-005-00,07 21 19-005-00 FOAMED-IN-PLACE INSULATION - Reports,Mortenson Construction,,5/11/2021,,5/25/2021,,5/18/2021,Approved,Approved,10/11/2021,5/18/2021,31662,R,-11
,07 24 13-001-00,07 24 13-001-00 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - Product Data,Mortenson Construction,,5/19/2020,,6/2/2020,,6/9/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/9/2020,31407,R,-11
,07 24 13-001-01,07 24 13-001-01 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - Product Data,Mortenson Construction,,8/12/2020,,8/26/2020,,9/2/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,9/2/2020,31468,R,-11
,07 24 13-001-02,07 24 13-001-02 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - Product Data,Mortenson Construction,,11/2/2020,,11/16/2020,,11/9/2020,Approved as Noted,Approved as Noted,10/11/2021,11/9/2020,31526,R,-11
,07 24 13-001-03,07 24 13-001-03 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - Added Details,Mortenson Construction,,5/10/2021,,5/24/2021,,6/15/2021,Approved,Approved,10/11/2021,6/15/2021,31661,R,-11
,07 24 13-003-00,07 24 13-003-00 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - Samples,Mortenson Construction,,9/18/2020,,10/2/2020,,9/21/2020,Approved,Approved,10/11/2021,9/21/2020,31495,R,-11
,07 24 13-006-00,07 24 13-006-00 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - LEED Data,Mortenson Construction,,6/18/2020,,7/2/2020,,7/7/2020,Approved,Approved,10/11/2021,7/7/2020,31429,R,-11
,07 24 13-007-00,07 24 13-007-00 POLYMER-BASED DIRECT-APPLIED EXTERIOR FINISH SYS - Color Samples,Mortenson Construction,,9/14/2020,,9/28/2020,,10/13/2020,Approved as Noted,Approved as Noted,10/11/2021,10/13/2020,31491,R,-11
,07 24 19-001-00,07 24 19-001-00 Water-Drainage Exterior Finish - SAMPLES,Mortenson Construction,,9/18/2020,,10/2/2020,,9/21/2020,Approved,Approved,10/11/2021,9/21/2020,31495,R,-11
,07 24 19-002-00,07 24 19-002-00 Water-Drainage Exterior Finish - Product Data Shop Drawing,Mortenson Construction,,9/30/2020,,10/14/2020,,10/12/2020,Approved as Noted,Approved as Noted,10/11/2021,10/12/2020,31503,R,-11
,07 24 19-002-01,07 24 19-002-01 WATER-DRAINAGE EXTERIOR FINISH - Added Details,Mortenson Construction,,5/10/2021,,5/24/2021,,6/15/2021,Approved,Approved,10/11/2021,6/15/2021,31661,R,-11
,07 26 16-001-00,07 26 16-001-00 Below Grade Vapor Retarders - Product Data,Mortenson Construction,,9/5/2019,,9/19/2019,,9/23/2019,Approved,Approved,10/11/2021,9/23/2019,31224,R,-11
,07 27 26-002-00,07 27 26-002-00 FLUID-APPLIED MEMBRANE AIR BARRIERS - Product Data (Drywall),Mortenson Construction,,4/27/2020,,5/11/2020,,5/4/2020,Approved,Approved,10/11/2021,5/4/2020,31391,R,-11
,07 27 26-003-00,07 27 26-003-00 FLUID-APPLIED MEMBRANE AIR BARRIERS - LEED Data,Mortenson Construction,,6/18/2020,,7/2/2020,,7/6/2020,Approved as Noted,Approved as Noted,10/11/2021,7/6/2020,31429,R,-11
,07 27 26-004-00,07 27 26-004-00 FLUID-APPLIED MEMBRANE AIR BARRIERS - Product Data for Concrete Exterior Walls,Mortenson Construction,,7/8/2020,,7/22/2020,,7/21/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/21/2020,31443,R,-11
,07 41 13-001-00,07 41 13-001-00 STANDING SEAM METAL ROOF PANELS - Product Data,Mortenson Construction,,3/19/2020,,4/2/2020,,4/5/2020,Approved as Noted,Approved as Noted,10/11/2021,4/5/2020,31364,R,-11
,07 41 13-002-00,07 41 13-002-00 STANDING SEAM METAL ROOF PANELS - Shop Drawings,Mortenson Construction,,5/21/2020,,6/4/2020,,6/8/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/8/2020,31409,R,-11
,07 41 13-002-01,07 41 13-002-01 STANDING SEAM METAL ROOF PANELS - Shop Drawings,Mortenson Construction,,9/25/2020,,10/9/2020,,10/5/2020,Approved as Noted,Approved as Noted,10/11/2021,10/5/2020,31500,R,-11
,07 41 13-003-00,07 41 13-003-00 ZINC DOUBLE LOCK STANDING-SEAM METAL ROOF PANELS - Samples,Mortenson Construction,,4/15/2020,,4/29/2020,,5/4/2020,Approved as Noted,Approved as Noted,10/11/2021,5/4/2020,31383,R,-11
,07 41 13-003-01,07 41 13-003-01 ZINC DOUBLE LOCK STANDING-SEAM METAL ROOF PANELS - Samples,Mortenson Construction,,6/8/2020,,6/22/2020,,6/10/2020,Approved,Approved,10/11/2021,6/10/2020,31421,R,-11
,07 41 13-005-00,07 41 13-005-00 ZINC DOUBLE LOCK STANDING-SEAM METAL ROOF PANELS - Mockups,Mortenson Construction,,5/7/2021,,5/21/2021,,5/21/2021,For Information Only,For Information Only,10/11/2021,5/21/2021,31660,R,-11
,07 41 13-006-00,07 41 13-006-0 STANDING SEAM METAL ROOF PANELS - Self Adhering Sheet Underlayment PD,Mortenson Construction,,5/11/2020,,5/26/2020,,6/9/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,6/9/2020,31401,R,-12
,07 41 13-006-01,07 41 13-006-01 STANDING SEAM METAL ROOF PANELS - Self Adhering Sheet Underlayment PD,Mortenson Construction,,6/10/2020,,6/24/2020,,7/21/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,7/21/2020,31423,R,-11
,07 41 13-006-02,07 41 13-006-02 STANDING SEAM METAL ROOF PANELS - Self Adhering Sheet Underlayment PD,Mortenson Construction,,7/29/2020,,8/12/2020,,8/19/2020,Approved,Approved,10/11/2021,8/19/2020,31458,R,-11
,07 41 13-008-00,07 41 13-008-00 Standing Seam Metal Roof - #3 Fastener Substitution Product Data,Mortenson Construction,,2/2/2021,,2/16/2021,,2/9/2021,Not Required For Review,Not Required For Review,10/11/2021,2/9/2021,31592,R,-11
,07 41 13-009-00,07 41 13-009-00 STANDING SEAM METAL ROOF PANELS - Roof Insulation Product Data (Atlas ACFoam II),Mortenson Construction,,4/9/2021,,4/23/2021,,4/23/2021,Approved as Noted,Approved as Noted,10/11/2021,4/23/2021,31640,R,-11
,07 42 13.13-001-00,07 42 13.13-001-00 FORMED METAL WALL PANELS - Product Data,Mortenson Construction,,2/2/2021,,2/16/2021,,2/8/2021,Approved as Noted,Approved as Noted,10/11/2021,2/8/2021,31592,R,-11
,07 42 13.13-003-00,07 42 13.13-003-00 FORMED METAL WALL PANELS - Shop Drawings,Mortenson Construction,,3/12/2021,,3/26/2021,,3/29/2021,Approved as Noted,Approved as Noted,10/11/2021,3/29/2021,31620,R,-11
,07 42 13.13-004-00,07 42 13.13-004-00 FORMED METAL WALL PANELS - Samples,Mortenson Construction,,4/5/2021,,4/19/2021,,4/6/2021,Approved,Approved,10/11/2021,4/6/2021,31636,R,-11
,07 42 13.19-002-00,07 42 13.19-002-00 INSULATED METAL WALL PANELS - Product Data,Mortenson Construction,,4/16/2020,,4/30/2020,,5/12/2020,Approved as Noted/Resubmit,Approved as Noted/Resubmit,10/11/2021,5/12/2020,31384,R,-11
